benchmark,expansion,density,iterations,run_number,symbols,symbol_size,testcase,type,throughput,goodput,unit,
binary,3,0.900000,1,73,16,1600,FulcrumInner,decoder,1684.210526,1347.368421,Mbs,
binary,3,0.900000,1,74,16,1600,FulcrumInner,decoder,1600.000000,1347.368421,Mbs,
binary,3,0.900000,1,75,16,1600,FulcrumInner,decoder,1752.380952,1219.047619,Mbs,
binary,3,0.900000,1,76,16,1600,FulcrumInner,decoder,1600.000000,1347.368421,Mbs,
binary,3,0.900000,1,77,16,1600,FulcrumInner,decoder,1000.000000,800.000000,Mbs,
binary,3,0.900000,1,78,16,1600,FulcrumInner,decoder,1600.000000,1113.043478,Mbs,
binary,3,0.900000,1,79,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,3,0.900000,1,80,16,1600,FulcrumInner,decoder,1600.000000,1113.043478,Mbs,
binary,3,0.900000,1,81,16,1600,FulcrumInner,decoder,1520.000000,1280.000000,Mbs,
binary,3,0.900000,1,82,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,3,0.900000,1,83,16,1600,FulcrumInner,decoder,1600.000000,1347.368421,Mbs,
binary,3,0.900000,1,84,16,1600,FulcrumInner,decoder,1688.888889,1422.222222,Mbs,
binary,3,0.900000,1,85,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,3,0.900000,1,86,16,1600,FulcrumInner,decoder,1760.000000,1280.000000,Mbs,
binary,3,0.900000,1,87,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,3,0.900000,1,88,16,1600,FulcrumInner,decoder,1768.421053,1347.368421,Mbs,
binary,3,0.900000,1,89,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,3,0.900000,1,90,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,3,0.900000,1,91,16,1600,FulcrumInner,decoder,1600.000000,1347.368421,Mbs,
binary,3,0.900000,1,92,16,1600,FulcrumInner,decoder,1684.210526,1347.368421,Mbs,
binary,3,0.900000,1,93,16,1600,FulcrumInner,decoder,1600.000000,1347.368421,Mbs,
binary,3,0.900000,1,94,16,1600,FulcrumInner,decoder,1600.000000,1347.368421,Mbs,
binary,3,0.900000,1,95,16,1600,FulcrumInner,decoder,1745.454545,1163.636364,Mbs,
binary,3,0.900000,1,96,16,1600,FulcrumInner,decoder,1688.888889,1422.222222,Mbs,
binary,3,0.900000,1,97,16,1600,FulcrumInner,decoder,1684.210526,1347.368421,Mbs,
binary,3,0.900000,1,98,16,1600,FulcrumInner,decoder,1760.000000,1280.000000,Mbs,
binary,3,0.900000,1,99,16,1600,FulcrumInner,decoder,1752.380952,1219.047619,Mbs,
binary,3,0.900000,1,100,16,1600,FulcrumInner,decoder,627.450980,501.960784,Mbs,
binary,4,0.900000,1,1,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,2,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,3,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,4,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,5,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,6,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,7,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,8,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,9,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,10,16,1600,FulcrumInner,encoder,365.714286,365.714286,Mbs,
binary,4,0.900000,1,11,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,12,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,13,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,14,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,15,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,16,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,17,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,18,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,19,16,1600,FulcrumInner,encoder,556.521739,556.521739,Mbs,
binary,4,0.900000,1,20,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,21,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,22,16,1600,FulcrumInner,encoder,492.307692,492.307692,Mbs,
binary,4,0.900000,1,23,16,1600,FulcrumInner,encoder,501.960784,501.960784,Mbs,
binary,4,0.900000,1,24,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,25,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,26,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,27,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,28,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,29,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,30,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,31,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,32,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,33,16,1600,FulcrumInner,encoder,512.000000,512.000000,Mbs,
binary,4,0.900000,1,34,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,35,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,36,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,37,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,38,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,39,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,40,16,1600,FulcrumInner,encoder,609.523810,609.523810,Mbs,
binary,4,0.900000,1,41,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,42,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,43,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,44,16,1600,FulcrumInner,encoder,568.888889,568.888889,Mbs,
binary,4,0.900000,1,45,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,46,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,47,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,48,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,49,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,50,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,51,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,52,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,53,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,54,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,55,16,1600,FulcrumInner,encoder,595.348837,595.348837,Mbs,
binary,4,0.900000,1,56,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,57,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,58,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,59,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,60,16,1600,FulcrumInner,encoder,501.960784,501.960784,Mbs,
binary,4,0.900000,1,61,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,62,16,1600,FulcrumInner,encoder,595.348837,595.348837,Mbs,
binary,4,0.900000,1,63,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,64,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,65,16,1600,FulcrumInner,encoder,609.523810,609.523810,Mbs,
binary,4,0.900000,1,66,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,67,16,1600,FulcrumInner,encoder,533.333333,533.333333,Mbs,
binary,4,0.900000,1,68,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,69,16,1600,FulcrumInner,encoder,568.888889,568.888889,Mbs,
binary,4,0.900000,1,70,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,71,16,1600,FulcrumInner,encoder,433.898305,433.898305,Mbs,
binary,4,0.900000,1,72,16,1600,FulcrumInner,encoder,609.523810,609.523810,Mbs,
binary,4,0.900000,1,73,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,74,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,75,16,1600,FulcrumInner,encoder,492.307692,492.307692,Mbs,
binary,4,0.900000,1,76,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,77,16,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,4,0.900000,1,78,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,79,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,80,16,1600,FulcrumInner,encoder,609.523810,609.523810,Mbs,
binary,4,0.900000,1,81,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,82,16,1600,FulcrumInner,encoder,501.960784,501.960784,Mbs,
binary,4,0.900000,1,83,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,84,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,85,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,86,16,1600,FulcrumInner,encoder,501.960784,501.960784,Mbs,
binary,4,0.900000,1,87,16,1600,FulcrumInner,encoder,501.960784,501.960784,Mbs,
binary,4,0.900000,1,88,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,89,16,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs,
binary,4,0.900000,1,90,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,91,16,1600,FulcrumInner,encoder,522.448980,522.448980,Mbs,
binary,4,0.900000,1,92,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,93,16,1600,FulcrumInner,encoder,595.348837,595.348837,Mbs,
binary,4,0.900000,1,94,16,1600,FulcrumInner,encoder,474.074074,474.074074,Mbs,
binary,4,0.900000,1,95,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,96,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,97,16,1600,FulcrumInner,encoder,501.960784,501.960784,Mbs,
binary,4,0.900000,1,98,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,99,16,1600,FulcrumInner,encoder,640.000000,640.000000,Mbs,
binary,4,0.900000,1,100,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs,
binary,4,0.900000,1,1,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,2,16,1600,FulcrumInner,decoder,1472.000000,1024.000000,Mbs,
binary,4,0.900000,1,3,16,1600,FulcrumInner,decoder,800.000000,609.523810,Mbs,
binary,4,0.900000,1,4,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,5,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,6,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,7,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,4,0.900000,1,8,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,4,0.900000,1,9,16,1600,FulcrumInner,decoder,1540.740741,948.148148,Mbs,
binary,4,0.900000,1,10,16,1600,FulcrumInner,decoder,1142.857143,914.285714,Mbs,
binary,4,0.900000,1,11,16,1600,FulcrumInner,decoder,1661.538462,984.615385,Mbs,
binary,4,0.900000,1,12,16,1600,FulcrumInner,decoder,1672.727273,1163.636364,Mbs,
binary,4,0.900000,1,13,16,1600,FulcrumInner,decoder,1066.666667,853.333333,Mbs,
binary,4,0.900000,1,14,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,15,16,1600,FulcrumInner,decoder,1527.272727,1163.636364,Mbs,
binary,4,0.900000,1,16,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,17,16,1600,FulcrumInner,decoder,1600.000000,1113.043478,Mbs,
binary,4,0.900000,1,18,16,1600,FulcrumInner,decoder,1466.666667,1066.666667,Mbs,
binary,4,0.900000,1,19,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,20,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,21,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,22,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,23,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,24,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,25,16,1600,FulcrumInner,decoder,1669.565217,1113.043478,Mbs,
binary,4,0.900000,1,26,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,27,16,1600,FulcrumInner,decoder,1684.210526,1347.368421,Mbs,
binary,4,0.900000,1,28,16,1600,FulcrumInner,decoder,1454.545455,1163.636364,Mbs,
binary,4,0.900000,1,29,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,30,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,31,16,1600,FulcrumInner,decoder,1400.000000,1066.666667,Mbs,
binary,4,0.900000,1,32,16,1600,FulcrumInner,decoder,1454.545455,1163.636364,Mbs,
binary,4,0.900000,1,33,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,34,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,35,16,1600,FulcrumInner,decoder,1391.304348,1113.043478,Mbs,
binary,4,0.900000,1,36,16,1600,FulcrumInner,decoder,1600.000000,1113.043478,Mbs,
binary,4,0.900000,1,37,16,1600,FulcrumInner,decoder,1664.000000,1024.000000,Mbs,
binary,4,0.900000,1,38,16,1600,FulcrumInner,decoder,1600.000000,1113.043478,Mbs,
binary,4,0.900000,1,39,16,1600,FulcrumInner,decoder,1530.434783,1113.043478,Mbs,
binary,4,0.900000,1,40,16,1600,FulcrumInner,decoder,1527.272727,1163.636364,Mbs,
binary,4,0.900000,1,41,16,1600,FulcrumInner,decoder,1150.000000,800.000000,Mbs,
binary,4,0.900000,1,42,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,43,16,1600,FulcrumInner,decoder,1666.666667,1066.666667,Mbs,
binary,4,0.900000,1,44,16,1600,FulcrumInner,decoder,1533.333333,1066.666667,Mbs,
binary,4,0.900000,1,45,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,46,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,47,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,48,16,1600,FulcrumInner,decoder,1600.000000,1066.666667,Mbs,
binary,4,0.900000,1,49,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,50,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,51,16,1600,FulcrumInner,decoder,653.061224,522.448980,Mbs,
binary,4,0.900000,1,52,16,1600,FulcrumInner,decoder,1527.272727,1163.636364,Mbs,
binary,4,0.900000,1,53,16,1600,FulcrumInner,decoder,1466.666667,1066.666667,Mbs,
binary,4,0.900000,1,54,16,1600,FulcrumInner,decoder,1672.727273,1163.636364,Mbs,
binary,4,0.900000,1,55,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,56,16,1600,FulcrumInner,decoder,1120.000000,853.333333,Mbs,
binary,4,0.900000,1,57,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,58,16,1600,FulcrumInner,decoder,1527.272727,1163.636364,Mbs,
binary,4,0.900000,1,59,16,1600,FulcrumInner,decoder,1672.727273,1163.636364,Mbs,
binary,4,0.900000,1,60,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,61,16,1600,FulcrumInner,decoder,1760.000000,1280.000000,Mbs,
binary,4,0.900000,1,62,16,1600,FulcrumInner,decoder,1353.846154,984.615385,Mbs,
binary,4,0.900000,1,63,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,64,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,4,0.900000,1,65,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,66,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,67,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,4,0.900000,1,68,16,1600,FulcrumInner,decoder,1684.210526,1347.368421,Mbs,
binary,4,0.900000,1,69,16,1600,FulcrumInner,decoder,1527.272727,1163.636364,Mbs,
binary,4,0.900000,1,70,16,1600,FulcrumInner,decoder,1600.000000,1066.666667,Mbs,
binary,4,0.900000,1,71,16,1600,FulcrumInner,decoder,1022.222222,711.111111,Mbs,
binary,4,0.900000,1,72,16,1600,FulcrumInner,decoder,1454.545455,1163.636364,Mbs,
binary,4,0.900000,1,73,16,1600,FulcrumInner,decoder,1408.000000,1024.000000,Mbs,
binary,4,0.900000,1,74,16,1600,FulcrumInner,decoder,1400.000000,1066.666667,Mbs,
binary,4,0.900000,1,75,16,1600,FulcrumInner,decoder,1527.272727,1163.636364,Mbs,
binary,4,0.900000,1,76,16,1600,FulcrumInner,decoder,1530.434783,1113.043478,Mbs,
binary,4,0.900000,1,77,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,78,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,79,16,1600,FulcrumInner,decoder,1664.000000,1024.000000,Mbs,
binary,4,0.900000,1,80,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,81,16,1600,FulcrumInner,decoder,1600.000000,1163.636364,Mbs,
binary,4,0.900000,1,82,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,83,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,84,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,85,16,1600,FulcrumInner,decoder,1768.421053,1347.368421,Mbs,
binary,4,0.900000,1,86,16,1600,FulcrumInner,decoder,1684.210526,1347.368421,Mbs,
binary,4,0.900000,1,87,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,88,16,1600,FulcrumInner,decoder,1680.000000,1280.000000,Mbs,
binary,4,0.900000,1,89,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,90,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,91,16,1600,FulcrumInner,decoder,1760.000000,1280.000000,Mbs,
binary,4,0.900000,1,92,16,1600,FulcrumInner,decoder,1666.666667,1066.666667,Mbs,
binary,4,0.900000,1,93,16,1600,FulcrumInner,decoder,1466.666667,1066.666667,Mbs,
binary,4,0.900000,1,94,16,1600,FulcrumInner,decoder,1018.181818,775.757576,Mbs,
binary,4,0.900000,1,95,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,96,16,1600,FulcrumInner,decoder,1523.809524,1219.047619,Mbs,
binary,4,0.900000,1,97,16,1600,FulcrumInner,decoder,1792.000000,1024.000000,Mbs,
binary,4,0.900000,1,98,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs,
binary,4,0.900000,1,99,16,1600,FulcrumInner,decoder,1600.000000,1280.000000,Mbs,
binary,4,0.900000,1,100,16,1600,FulcrumInner,decoder,1600.000000,1219.047619,Mbs,
binary,1,0.200000,1,1,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,2,32,1600,FulcrumInner,encoder,721.126761,721.126761,Mbs,
binary,1,0.200000,1,3,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs,
binary,1,0.200000,1,4,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,5,32,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs,
binary,1,0.200000,1,6,32,1600,FulcrumInner,encoder,562.637363,562.637363,Mbs,
binary,1,0.200000,1,7,32,1600,FulcrumInner,encoder,602.352941,602.352941,Mbs,
binary,1,0.200000,1,8,32,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs,
binary,1,0.200000,1,9,32,1600,FulcrumInner,encoder,839.344262,839.344262,Mbs,
binary,1,0.200000,1,10,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs,
binary,1,0.200000,1,11,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs,
binary,1,0.200000,1,12,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs,
binary,1,0.200000,1,13,32,1600,FulcrumInner,encoder,568.888889,568.888889,Mbs,
binary,1,0.200000,1,14,32,1600,FulcrumInner,encoder,453.097345,453.097345,Mbs,
binary,1,0.200000,1,15,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,16,32,1600,FulcrumInner,encoder,812.698413,812.698413,Mbs,
binary,1,0.200000,1,17,32,1600,FulcrumInner,encoder,800.000000,800.000000,Mbs,
binary,1,0.200000,1,18,32,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs,
binary,1,0.200000,1,19,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,20,32,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs,
binary,1,0.200000,1,21,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,22,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs,
binary,1,0.200000,1,23,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,24,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,25,32,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs,
binary,1,0.200000,1,26,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs,
binary,1,0.200000,1,27,32,1600,FulcrumInner,encoder,812.698413,812.698413,Mbs,
binary,1,0.200000,1,28,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,29,32,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs,
binary,1,0.200000,1,30,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,31,32,1600,FulcrumInner,encoder,731.428571,731.428571,Mbs,
binary,1,0.200000,1,32,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs,
binary,1,0.200000,1,33,32,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs,
binary,1,0.200000,1,34,32,1600,FulcrumInner,encoder,731.428571,731.428571,Mbs,
binary,1,0.200000,1,35,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,36,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,37,32,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs,
binary,1,0.200000,1,38,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,39,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,40,32,1600,FulcrumInner,encoder,800.000000,800.000000,Mbs,
binary,1,0.200000,1,41,32,1600,FulcrumInner,encoder,764.179104,764.179104,Mbs,
binary,1,0.200000,1,42,32,1600,FulcrumInner,encoder,632.098765,632.098765,Mbs,
binary,1,0.200000,1,43,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,44,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,45,32,1600,FulcrumInner,encoder,800.000000,800.000000,Mbs,
binary,1,0.200000,1,46,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
binary,1,0.200000,1,47,32,1600,FulcrumInner,encoder,787.692308,787.692308,Mbs,
